"TIME","SCORE"
"61.492000579833984","1.0"
"122.2509994506836","1.0"
"182.6199951171875","0.0"
"242.64300537109375","0.0"
"302.85101318359375","0.0"
"362.9530029296875","0.0"
"422.8580017089844","0.0"
"483.3970031738281","0.0"
"544.0170288085938","0.0"
"604.5440063476562","0.0"
"664.530029296875","0.0"
"724.6010131835938","0.0"
"784.6929931640625","0.0"
"845.5349731445312","0.0"
"906.1069946289062","0.0"
"966.56298828125","0.0"
"1026.573974609375","0.0"
"1086.2440185546875","0.0"
"1146.300048828125","0.0"
"1206.39794921875","0.0"
"1266.22802734375","0.0"
"1326.5799560546875","0.0"
"1387.4959716796875","0.0"
"1449.10595703125","0.0"
"1510.7779541015625","0.0"
"1572.4610595703125","0.0"
"1633.6180419921875","0.0"
"1700.5159912109375","0.0"
"1762.0450439453125","0.0"
"1823.3900146484375","0.0"
"1884.5870361328125","0.0"
"1946.1810302734375","0.0"
"2007.072021484375","1.0"
"2068.512939453125","0.0"
"2129.325927734375","0.0"
"2189.97802734375","0.0"
"2251.527099609375","0.0"
"2312.346923828125","0.0"
"2372.945068359375","0.0"
"2434.26806640625","1.0"
"2494.966064453125","1.0"
"2556.8349609375","0.0"
"2617.5869140625","0.0"
"2679.087890625","0.0"
"2740.154052734375","0.0"
"2800.490966796875","0.0"
"2861.197021484375","0.0"
"2921.902099609375","0.0"
"2982.9169921875","0.0"
"3044.27197265625","0.0"
"3105.97412109375","0.0"
"3167.419921875","0.0"
"3229.444091796875","0.0"
"3290.077880859375","0.0"
"3350.534912109375","0.0"
"3411.278076171875","0.0"
"3471.26806640625","0.0"
"3532.639892578125","0.0"
"3594.2919921875","0.0"
"3655.366943359375","0.0"
"3716.114990234375","0.0"
"3776.89306640625","0.0"
"3837.39892578125","0.0"
"3897.64892578125","0.0"
"3957.94189453125","0.0"
"4020.1630859375","0.0"
"4082.471923828125","0.0"
"4144.8359375","0.0"
"4205.64892578125","0.0"
"4266.23486328125","0.0"
"4326.69189453125","0.0"
"4387.2548828125","0.0"
"4447.9541015625","0.0"
"4508.4091796875","0.0"
"4569.03076171875","0.0"
"4629.68603515625","0.0"
"4690.3349609375","0.0"
"4752.173828125","0.0"
"4813.34423828125","0.0"
"4874.490234375","0.0"
"4935.34521484375","0.0"
"4998.2041015625","0.0"
"5060.47509765625","0.0"
"5123.18408203125","0.0"
"5185.51611328125","0.0"
"5247.10791015625","0.0"
"5309.52978515625","0.0"
"5371.36376953125","0.0"
"5432.9619140625","0.0"
"5494.9189453125","0.0"
"5556.8828125","0.0"
"5618.6162109375","0.0"
"5680.3388671875","0.0"
"5741.4501953125","0.0"
"5801.9990234375","0.0"
"5862.5048828125","0.0"
"5923.25","0.0"
"5984.033203125","0.0"
"6044.8701171875","0.0"
"6105.669921875","0.0"
"6166.4130859375","0.0"
"6227.18310546875","0.0"
"6287.77685546875","0.0"
"6348.36181640625","0.0"
"6409.17822265625","0.0"
